label	category	explanation	correction
1	none	". None.
"	". The correct version of the sentence is: ""Frank Churchill crossed the street.""



"
1	syntax	". None.
"	". The correct version of the sentence is: ""Emma and Harriet were attacked yesterday.""



"
0	syntax	". The mistake is in the verb tense. ""Might"" is used to indicate possibility or uncertainty, but it should be ""will"" to indicate a future event.
"	". The correct version of the sentence would be: ""Fiona will be here by 5 o'clock.""



"
1	none	". None.
"	". The correct version of the sentence is.



"
0	syntax	". The mistake is in the word order. The correct order should be: ""Pat was awarded the Golden Fleece Award and was very upset about it.""
"	". The correct version of the sentence is: ""Pat was awarded the Golden Fleece Award and was very upset about it.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Kim beat his dog and alienated cats.""
"	". The correct version of the sentence is ""Kim beat his dog and alienated cats.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""will be"" should agree with its subject ""pictures"" which is in the plural form.
"	". The correct version of the sentence would be: ""They knew that pictures of each other would be on sale.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""filed"" should be in its past tense form ""filed"" instead of ""files"" to match the subject ""Terry"".
"	". The correct version of the sentence would be: ""Which article did Terry file papers without reading?"".



"
0	syntax	". The mistake is the missing article ""the"" before the word ""whiskey.""
"	". The correct version of the sentence would be: ""I want to try and buy some whiskey.""



"
0	syntax	". The mistake is in the verb tense. ""Goes"" is in the present tense, but ""buying"" is in the present participle tense (which is used in the progressive form). To make the sentence grammatically correct, you should use the present participle tense for both verbs, like this: ""She goes and buys some whiskey.""
"	". The correct version of the sentence is: ""She goes and buys some whiskey.""



"
0	syntax	". The mistake is that you have used the plural form ""is"" instead of the singular form ""is"" to match the subject ""Kim and Terry.""
"	". The correct version of the sentence would be ""Kim and Terry are happy.""



"
0	syntax	". The mistake is in the order of the items in the list. The correct order would be ""Kim gave a dollar to Bobbie and a dime to Jean.""
"	". The correct version of the sentence is ""Kim gave a dollar to Bobbie and a dime to Jean.""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""picture of Bill.""
"	". The correct version of the sentence would be: ""The girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.""



"
0	syntax	". The mistake is in the word order. The correct order should be: ""Put a picture of Bill on your desk before tomorrow; this girl in the red coat will put a picture of Bill on your desk before tomorrow.""
"	". The correct version of the sentence is: ""Put a picture of Bill on your desk before tomorrow; this girl in the red coat will put a picture of Bill on your desk before tomorrow.""



"
0	syntax	". The mistake is in the word order. The correct order should be: ""This girl in the red coat will put a picture of Bill on your desk before tomorrow.""
"	". The correct version of the sentence is: ""This girl in the red coat will put a picture of Bill on your desk before tomorrow.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Ann bought a first edition of Richard III for $1000.""
"	". The correct version of the sentence is: ""Ann bought a first edition of Richard III for $1000.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""John became afraid of flying.""
"	". The correct version of the sentence is ""John became afraid of flying.""



"
0	syntax	". The mistake is in the verb tense. ""Promised"" is in the past tense, but ""be"" is in the present tense. The sentence should be ""What John promised is to be gentle."" or ""What John promised is that he will be gentle.""
"	". The correct version of the sentence is ""What John promised is that he will be gentle.""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""books.""
"	". The correct version of the sentence would be: ""The Henri wants to buy which books about cooking?""



"
0	syntax	". The mistake is in the use of the verb ""fix"" which should be in its base form ""fix"" instead of ""fixes"" to match the subject ""I"".
"	". The correct version of the sentence would be: ""I will fix the computer for Carol.""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""library.""
"	". The correct version of the sentence is: ""The Smith loaned a valuable collection of manuscripts to the library.""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""paper"".
"	". The correct version of the sentence is: ""The paper is cut by Mary.""



"
0	syntax	". The mistake is in the use of the word ""or"" which should be replaced with ""either"" to convey the correct meaning.
"	". The correct version of the sentence is: ""It was from six to nine or it took place from six to nine.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""arrived"" should be in its base form ""arrive"" as the subject ""two inspectors"" is in its plural form.
"	". The correct version of the sentence would be: ""Suddenly, two inspectors from the INS arrived.""



"
0	syntax	". The mistake is that you have used the present participle ""cooking"" instead of the past participle ""cooked"" to describe the completed action of cooking the soup.
"	". The correct version of the sentence would be: ""The soup has cooked and thickened.""



"
1	none	". None.
"	". The correct version of the sentence is: ""I gave money to the charity.""



"
1	none	". None.
"	". The correct version of the sentence is: ""John asked.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. ""The student, even"" should come before ""I saw.""
"	". The correct version of the sentence is: ""I saw the student, even.""



"
0	syntax	". The mistake is in the order of the subject and the verb. The subject ""John"" should come before the verb ""whispered.""
"	". The correct version of the sentence would be: ""John whispered that Mary left.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""wonders"" should be in its base form ""wonder"" as the subject ""Mary"" is singular.
"	". The correct version of the sentence would be: ""Mary wonders if Bill will come.""



"
0	syntax	". The mistake is that you used the present tense ""will"" instead of the past tense ""would"" to describe a completed action in the past.
"	". The correct version of the sentence would be: ""Sophie will have theatered.""



"
1	none	". None.
"	". John finished the cake and drank the lemonade.



"
0	syntax	". The mistake is in the subject of the sentence. ""Herself"" is not a proper noun and should be replaced with a proper noun or an indefinite noun phrase to function as the subject of the sentence.
"	". The correct version of the sentence would be: ""Mary's mother is liked by herself.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""fought"" should be in its base form ""fight"" as the subject ""each of the boys"" is in its singular form.
"	". The correct version of the sentence would be: ""Each of the boys fought with some of the other boys.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""John's mother"" is a noun phrase functioning as the subject, and it should agree with the verb ""likes"" in number. The correct sentence would be ""John's mother likes herself"" or ""John's mother likes herself.""
"	". The correct version of the sentence is ""John's mother likes herself.""



"
0	syntax	". The mistake is in the subject-verb agreement. The pronoun ""himself"" is used instead of the proper noun ""Mary"" as the subject of the sentence, which causes a syntax error.
"	". The correct version of the sentence would be: ""Mary revealed himself to John.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Bill saw Mary.""
"	". The correct version of the sentence is ""Bill saw Mary.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""heard"" should be in its base form ""hear"" as the subject ""John"" is singular, while the verb ""criticized"" is in its third person singular form.
"	". The correct version of the sentence would be: ""John heard that they criticized themselves.""



"
1	none	". None.
"	". The correct version of the sentence is: ""Mary thinks that she is smart.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. It should be ""Bill is sad"" instead of ""Henry found that Bill is sad.""
"	". The correct version of the sentence is ""Bill is sad. Henry found it.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""considers"" is a third-person singular verb, which should agree with a third-person singular subject, ""John"". However, ""proud"" is a second-person singular verb, which does not agree with ""John"".
"	". The correct version of the sentence would be: ""John considers himself proud of Mary.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""You"" is singular, but ""should sit"" is in the plural form.
"	". The correct version of the sentence would be: ""You should sit before you.""



"
0	none	". None.
"	". The correct version of the sentence is: ""There is a nurse available.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""Everyone"" is a singular noun, but the verb ""hopes"" is in the plural form. It should be ""Everyone hopes that everyone sleeps.""
"	". The corrected sentence is: ""Everyone hopes that everyone sleeps.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""He hopes that everyone will sleep.""
"	". The correct version of the sentence is ""He hopes that everyone will sleep.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Churchill remembered giving the Blood, Sweat and Tears speech.""
"	". The correct version of the sentence is: ""Churchill remembered giving the Blood, Sweat and Tears speech.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""shave"" should agree with the subject ""John"" in number, which is singular. The correct sentence should be ""John promises Mary that he will shave himself.""
"	". The correct version of the sentence is ""John promises Mary that he will shave himself.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Mary should sleep; John convinced Bill of this.""
"	". The correct version of the sentence is ""Mary should sleep; John convinced Bill of this.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The verb ""did so"" should be after the subject ""you.""
"	". The correct version of the sentence would be: ""I saw Bill while you were doing so Mary.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""give"" should be in its base form ""gives"" to match the subject ""Bill"" which is in its singular form.
"	". The correct version of the sentence would be: ""What Mary did Bill was give a book."" or ""What Mary did, Bill gave a book.""



"
0	syntax	". The mistake is the lack of an article ""the"" before the word ""bears.""
"	". The correct version of the sentence would be: ""The bears sniffed.""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""talismans"".
"	". The correct version of the sentence would be: ""The stealing of talismans from witches is dangerous.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""demonized"" should agree with its subject ""Anson"" in number.
"	". The correct version of the sentence would be: ""Anson was demonized.""



"
0	syntax	". The mistake is the incorrect use of the verb ""kicked."" It should be ""kick yourself"" to make the sentence grammatically correct.
"	". The correct version of the sentence is: ""You should kick yourselves.""



"
0	syntax	". The mistake is in the order of the subject and the verb. The correct order should be ""I said that I would never read the book.""
"	". The correct version of the sentence is: ""I said that I would never read the book.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""demonized"" should be in its past participle form ""demonized"" to agree with the subject ""Anson.""
"	". The correct version of the sentence would be: ""Anson demonized up the Khyber.""



"
1	none	". None.
"	". The correct version of the sentence is: ""It is not true that I might be going to the party.""



"
0	syntax	". The mistake is that ""kick"" is a verb, but it is used as an object in the sentence.
"	". The correct version of the sentence would be ""Kick me!"" or ""Kick you!"" depending on the intended meaning.



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""treat"" should be in its base form ""treat"" instead of the past participle ""treated"".
"	". The correct version of the sentence would be: ""Jason persuaded the doctor to treat Medea.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""got"" should be in its past tense form ""got"" instead of the present tense form ""get"".
"	". The correct version of the sentence would be: ""Who did you get an accurate description of?""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""The Peter that we all like was at the party.""
"	". The correct version of the sentence is ""The Peter that we all like was at the party.""



"
0	syntax	". The mistake is the lack of a verb in the sentence. It should be ""The government imposes a fine.""
"	". The correct version of the sentence is ""The government imposes a fine.""



"
0	syntax	". The mistake is in the use of the verb ""help"" in its past tense form ""helps"" instead of the base form ""help"" to match the subject ""Did Athena help us?"".
"	". The correct version of the sentence would be: ""Did Athena help us?"" (Correct syntax, semantics and morphology).



"
0	syntax	". The mistake is the missing article ""the"" before the word ""man"".
"	". The correct version of the sentence would be: ""You wanted to meet the man I saw.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""demonized"" should agree with its subject ""Anson"" in number.
"	". The correct version of the sentence would be: ""Anson demonizes David every day.""



"
0	none	". None.
"	" tonight?""



"
0	syntax	". The mistake is in the subject-verb agreement. ""Medea"" is singular, but ""denied"" is conjugated in the third person singular form. It should be ""Medea denied"" instead.
"	". The correct version of the sentence would be: ""Medea denied poisoning the phoenix.""



"
1	syntax	". None.
"	". The correct version of the sentence is: ""The elixir was hidden in a hole in the ground.""



"
0	syntax	". The mistake is in the word order. ""Extremely frantically"" should be moved to before ""Anson danced at Trade 1"".
"	". The correct version of the sentence would be: ""Extremely frantically, Anson danced at Trade 1.""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""ask"" should be in its base form ""ask"" instead of ""asks"" to match the subject ""who"".
"	". The correct version of the sentence would be: ""What did you ask who Medea gave?""



"
0	syntax	". The mistake is in the subject of the sentence. It should be ""Anson"" instead of ""It's Anson.""
"	". The correct version of the sentence is ""Anson is the one I like.""



"
0	syntax	". The mistake is in the word order. ""Medea tried the nurse to poison her children"" should be ""Medea tried to poison her children, and the nurse helped her.""
"	". The correct version of the sentence is ""Medea tried to poison her children, and the nurse helped her.""



"
0	syntax	". The mistake is that ""know"" should be replaced with ""knowledge"" because ""knowledge"" is the correct verb form to use in this context. ""Know"" is the base form of the verb and ""knowledge"" is the past participle, which is used to form the present perfect tense.
"	". The correct version of the sentence would be: ""I felt that I know knowledge.""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Can he do it?""
"	". The correct version of the sentence is ""Can he do it?""



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""I ate that she was happy.""
"	". The correct version of the sentence is ""I ate that she was happy.""



"
0	syntax	". The mistake is in the use of the word ""to"" before ""believed"". It should be ""Anson believed that he was handsome.""
"	". The correct version of the sentence is: ""Anson believed that he was handsome.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The sentence should be ""Gilgamesh fought the dragon.""
"	". The correct version of the sentence is ""Gilgamesh fought the dragon.""



"
0	syntax	". The mistake is in the subject-verb agreement. The pronoun ""himself"" should be replaced with ""he"" to make the sentence grammatically correct.
"	". The correct version of the sentence is: ""Anson thought that he was happy.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is in the subject-verb agreement. ""I thought"" is a linking verb and does not take an object, so there should be no ""myself"" after it.
"	". The correct version of the sentence would be: ""I thought he liked me.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""saw"" should be in its base form ""see"" as the subject ""who"" is singular.
"	". The correct version of the sentence would be: ""What did you ask who saw?"" or ""What did you ask someone who saw?""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is in the subject-verb agreement. ""He can"" is a contraction for ""he can go,"" but the verb ""go"" should agree with the subject ""he"" in number.
"	". The correct version of the sentence would be: ""He can go.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""How fierce the battle"" is a noun phrase functioning as a subject, but it should be followed by a verb in the same number. The correct version should be ""How fierce is the battle?"" or ""How fierce is the fight?""
"	". The correct version of the sentence is ""How fierce is the battle?"" or ""How fierce is the fight?""



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""did"" should agree with the subject ""king"" and take the third-person singular form ""did"" instead of the first-person singular form ""did.""
"	". The correct version of the sentence would be: ""Which king did you ask which city invaded?""



"
0	syntax	". The mistake is the missing article ""the"" before the word ""ditches.""
"	". The correct version of the sentence would be: ""There are some disgruntled old pigs in those ditches that humans love to eat.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is the lack of a subject in the sentence. It should be ""Will Anson come to the party?"" instead.
"	". The correct version of the sentence is ""Will Anson come to the party?""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is in the subject-verb agreement. The verb ""inquired"" should be in its base form ""inquire"" as the subject ""I"" is singular, but it is in its third form ""inquired"" which is used for the past tense and the third person singular.
"	". The correct version of the sentence would be: ""I inquired when we could leave.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is the incorrect order of the subject and the verb. The correct order should be ""The monkey ate the banana.""
"	". The correct version of the sentence is ""The monkey ate the banana.""



"
0	syntax	". The mistake is in the subject-verb agreement. ""I would like to could swim"" should be ""I would like to be able to swim"" or ""I would like to have the ability to swim.""
"	". The correct version of the sentence is ""I would like to be able to swim"" or ""I would like to have the ability to swim.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is that ""ran"" is a verb, but it should be followed by a noun or a gerund (a verb form ending in ""-ing"" that functions as a noun) to form a compound verb. For example, ""The bookcase is running.""
"	". The correct version of the sentence would be: ""The bookcase is running.""



"
1	none	". None.
"	". Your sentence is grammatically correct and there is no need for any changes.



"
0	syntax	". The mistake is in the verb form. ""Anson"" is the subject of the sentence, and ""became"" is the past tense of the verb ""become,"" but ""became"" should be ""becomes"" in this context to form a continuous tense.
"	". The correct version of the sentence would be: ""Anson becomes a muscle bound.""



"
